Library_ID,pop_id,Record_ID,CONTINENT,REGION,WHO_region,ISO_CTRY,ADM0,ADM0_ID,ADM1,ADM1_ID,ADM2,ADM2_ID,TypeSite,Site_name,Precision,Latitude,Longitude,PoT,Coverage,Trial,TimePeriod,Year_start,Year_end,N_rounds,Method_0,LF_species,Sex,Age_Range,Age_start,Age_end,Author,Source,Year,Approval,Reference,Blood_volu_Any_clinic,Blood_volu_Blood_smear,Blood_volu_Brugia_Rapid,Blood_volu_Chamber,Blood_volu_ELISA,Blood_volu_Filtration,Blood_volu_Hydrocele,Blood_volu_ICT,Blood_volu_IFI,Blood_volu_Knott,Blood_volu_Lymphedema,Blood_volu_New_rapid_test,Blood_volu_PCR,prev_Any_clinic,prev_Blood_smear,prev_Brugia_Rapid,prev_Chamber,prev_ELISA,prev_Filtration,prev_Hydrocele,prev_ICT,prev_IFI,prev_Knott,prev_Lymphedema,prev_New_rapid_test,prev_PCR,density_Any_clinic,density_Blood_smear,density_Brugia_Rapid,density_Chamber,density_ELISA,density_Filtration,density_Hydrocele,density_ICT,density_IFI,density_Knott,density_Lymphedema,density_New_rapid_test,density_PCR,pop_Any_clinic,pop_Blood_smear,pop_Brugia_Rapid,pop_Chamber,pop_ELISA,pop_Filtration,pop_Hydrocele,pop_ICT,pop_IFI,pop_Knott,pop_Lymphedema,pop_New_rapid_test,pop_PCR,np_Any_clinic,np_Blood_smear,np_Brugia_Rapid,np_Chamber,np_ELISA,np_Filtration,np_Hydrocele,np_ICT,np_IFI,np_Knott,np_Lymphedema,np_New_rapid_test,np_PCR,diagnostics,num_diagnostics,specificity,Comments,ICT_test,unextracted_data,Blood_volu_Others,prev_Others,density_Others,pop_Others,np_Others,object_ids
IND0036LF,4354,LF5223IN,Asia,Southern Asia,SEARO,IN,India,115,Tamil Nadu,1508,Villupuram,70255,Location,Thenber,4,12.401287,79.551474,Postintervention,Country,No,2010-on,2010,2010,10,TAS,,Both,Children,1,7,Ramaiah KD and Vanamail P,Published paper,2013,Yes,Surveillance of lymphatic filariasis after stopping ten years of mass drug administration in rural communities in south India,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,valid,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
IND0036LF,4355,LF5224IN,Asia,Southern Asia,SEARO,IN,India,115,Tamil Nadu,1508,Villupuram,70255,Location,Alagramam,1,12.16596,79.569766,Postintervention,Country,No,2010-on,2010,2010,10,TAS,,Both,Adults/Children,1,45,Ramaiah KD and Vanamail P,Published paper,2013,Yes,Surveillance of lymphatic filariasis after stopping ten years of mass drug administration in rural communities in south India,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,valid,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
KEN0013LF,1832,LF2038KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Kwale,51341,Location,Kingwede,1,-4.50337,39.459801,Preintervention,No,No,1990-2000,1998,1998,0,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,1,99,"Simonsen PE, Meyrowitsch DW, Jaoko WG, Malecela MN, Mukoko D, Pedersen EM, Ouma JH, Rwegoshora RT, Masese N, Magnussen P, Estambale BB and Michael E",Published paper,2002,Yes,"Bancroftian filariasis infection, disease, and specific antibody response patterns in a high and a low endemicity community in East Africa",NA,100,NA,NA,NA,NA,0,100,NA,NA,0,NA,NA,NA,0.027,NA,NA,NA,NA,0.051,0.165,NA,NA,0.009,NA,NA,NA,174,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,1013,NA,NA,NA,NA,177,1013,NA,NA,436,NA,NA,NA,27,NA,NA,NA,NA,9,167,NA,NA,4,NA,NA,Blood_smear + ICT + Hydrocele + Lymphedema,4,Total,"ELISA not ICT, also, denominator is wrong",,1,NA,NA,NA,NA,NA,NA
KEN0022LF,1900,LF2108KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Area,Mpirani,1,-3.95,39.516667,Unknown,Unknown,Unknown,2000-2010,2004,2004,0,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,5,73,"Kagai JM, Mpoke S, Muli F, Hamburger J and Kenya EU",Published paper,2008,Yes,"Molecular technique utilising sputum for detecting Wuchereria bancrofti infections in Malindi, Kenya",NA,20,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,0.22,NA,NA,NA,NA,NA,0.391,NA,NA,NA,NA,0.428,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,304,NA,NA,NA,NA,NA,304,NA,NA,NA,NA,304,NA,67,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,130,Blood_smear + ICT + PCR,3,Total,valid,Binax Filariasis Now,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1836,LF2042KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Mwangatini,4,-3.035656,40.071315,Preintervention,No,No,2000-2010,2002,2002,0,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.228,NA,NA,NA,NA,NA,0.364,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1837,LF2043KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Burangi,1,-3.15,40.1,Preintervention,No,No,2000-2010,2002,2002,0,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.227,NA,NA,NA,NA,NA,0.347,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1838,LF2044KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Shakahola,1,-3.133702,39.553492,Preintervention,No,No,2000-2010,2002,2002,0,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.178,NA,NA,NA,NA,NA,0.325,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1839,LF2045KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Chakama,1,-3.116667,39.666667,Preintervention,No,No,2000-2010,2002,2002,0,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.216,NA,NA,NA,NA,NA,0.297,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1840,LF2046KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Jilore,1,-3.18814,39.905998,Preintervention,No,No,2000-2010,2002,2002,0,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.185,NA,NA,NA,NA,NA,0.384,NA,NA,NA,NA,NA,NA,585,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1841,LF2047KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Marikano,1,-3.133333,39.833333,Preintervention,No,No,2000-2010,2002,2002,0,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.229,NA,NA,NA,NA,NA,0.332,NA,NA,NA,NA,NA,NA,274,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,196,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1842,LF2048KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Magongoloni,1,-3.492198,38.317022,Preintervention,No,No,2000-2010,2002,2002,0,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.227,NA,NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA,728,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1843,LF2049KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Mkondoni,1,-3.15,39.7,Preintervention,No,No,2000-2010,2002,2002,0,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.177,NA,NA,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,739,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1844,LF2050KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Mwangatini,4,-3.035656,40.071315,Postintervention,Country,No,2000-2010,2009,2009,4,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1845,LF2051KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Burangi,1,-3.157833,40.080583,Postintervention,Country,No,2000-2010,2009,2009,4,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.078,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1846,LF2052KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Shakahola,1,-3.133702,39.553492,Postintervention,Country,No,2000-2010,2009,2009,4,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1847,LF2053KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Chakama,1,-3.116667,39.666667,Postintervention,Country,No,2000-2010,2009,2009,4,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.119,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1848,LF2054KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Jilore,1,-3.18814,39.905998,Postintervention,Country,No,2000-2010,2009,2009,4,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA,NA,0.157,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1849,LF2055KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Marikano,1,-3.133333,39.833333,Postintervention,Country,No,2000-2010,2009,2009,4,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.019,NA,NA,NA,NA,NA,0.142,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1850,LF2056KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Magongoloni,1,-3.492198,38.317022,Postintervention,Country,No,2000-2010,2009,2009,4,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.145,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
KEN0023LF,1851,LF2057KE,Africa,Eastern Africa,AFRO/EMRO,KE,Kenya,133,Coast,51326,Malindi,51343,Location,Mkondoni,1,-3.15,39.7,Postintervention,Country,No,2000-2010,2009,2009,4,Mapping survey,Wuchereria bancrofti,Both,Adults/Children,0,99,"Njenga SM, Mwandawiro CS, Wamae CN, Mukoko DA, Omar AA, Shimada M, Bockarie MJ and Molyneux DH",Published paper,2011,Yes,Sustained reduction in prevalence of lymphatic filariasis infection in spite of missed rounds of mass drug administration in an area under mosquito nets for malaria control,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,0.089,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,Blood_smear + ICT,2,location + year + Pre/Post Intervention,valid,NA,NA,NA,NA,NA,NA,NA,NA
LKA0011LF,5256,LF6285LK,Asia,Southern Asia,SEARO,LK,Sri Lanka,231,Western,2744,Gampaha,25852,Location,Gampaha (survey site 1),1,6.931667,79.847778,Preintervention,No,No,1990-2000,1999,1999,0,SS/Spot,,Both,Adults,14,76,Chandrasena TGAN and Premaratnal R,Personal Commnunication,2002,Yes,Evaluation of the ICT whole-blood Wuchereria bancrofii in Sri Lanka card test to detect infection due to,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.233,0.342,NA,NA,NA,NA,NA,0.342,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,73,73,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,17,25,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,Blood_smear + ICT + Any_clinic,3,location,valid,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
LKA0011LF,5257,LF6286LK,Asia,Southern Asia,SEARO,LK,Sri Lanka,231,Western,2744,Colombo,25851,Location,Colombo (survey site 2),1,7.091667,79.994167,Preintervention,No,No,1990-2000,1999,1999,0,SS/Spot,,Both,Adults,14,76,Chandrasena TGAN and Premaratnal R,Personal Commnunication,2002,Yes,Evaluation of the ICT whole-blood Wuchereria bancrofii in Sri Lanka card test to detect infection due to,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.196,0.275,NA,NA,NA,NA,NA,0.353,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,153,153,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,30,42,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,Blood_smear + ICT + Any_clinic,3,location,valid,AMRAD_ICT,NA,NA,NA,NA,NA,NA,NA
LKA0017LF,6227,LF10472LK,Asia,Southern Asia,SEARO,LK,Sri Lanka,231,Western,2744,Colombo,25851,Location,Katukurunda,1,6.5573,79.9715,Postintervention,Country,No,2010-on,2012,2013,5,Surveillance,Wuchereria bancrofti,Both,Adults,0,0,"Rao RU, Nagodavithana KC, Samarasekera SD, Wijegunawardana AD, Premakumara WD, Perera SN, Settinayake S, Miller JP and Weil GJ ",Published paper,2014,Yes,A comprehensive assessment of lymphatic filariasis inSri Lanka six years after cessation of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,,NA,NA,NA,NA,NA,NA,NA,15108 + 15109
LKA0017LF,6228,LF10473LK,Asia,Southern Asia,SEARO,LK,Sri Lanka,231,Western,2744,Colombo,25851,Location,Sedawatta,1,6.953,79.8719,Postintervention,Country,No,2010-on,2012,2013,5,Surveillance,Wuchereria bancrofti,Both,Adults,0,0,"Rao RU, Nagodavithana KC, Samarasekera SD, Wijegunawardana AD, Premakumara WD, Perera SN, Settinayake S, Miller JP and Weil GJ ",Published paper,2014,Yes,A comprehensive assessment of lymphatic filariasis inSri Lanka six years after cessation of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,,NA,NA,NA,NA,NA,NA,NA,15110 + 15111
LKA0017LF,6229,LF10474LK,Asia,Southern Asia,SEARO,LK,Sri Lanka,231,Western,2744,Colombo,25851,Location,Mattakkuliya,1,6.9747,79.8738,Postintervention,Country,No,2010-on,2012,2013,5,Surveillance,Wuchereria bancrofti,Both,Adults,0,0,"Rao RU, Nagodavithana KC, Samarasekera SD, Wijegunawardana AD, Premakumara WD, Perera SN, Settinayake S, Miller JP and Weil GJ ",Published paper,2014,Yes,A comprehensive assessment of lymphatic filariasis inSri Lanka six years after cessation of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,,NA,NA,NA,NA,NA,NA,NA,15112 + 15113
LKA0017LF,6230,LF10475LK,Asia,Southern Asia,SEARO,LK,Sri Lanka,231,Western,2744,Colombo,25851,Location,Borella,1,6.9177,79.8742,Postintervention,Country,No,2010-on,2012,2013,5,Surveillance,Wuchereria bancrofti,Both,Adults,0,0,"Rao RU, Nagodavithana KC, Samarasekera SD, Wijegunawardana AD, Premakumara WD, Perera SN, Settinayake S, Miller JP and Weil GJ ",Published paper,2014,Yes,A comprehensive assessment of lymphatic filariasis inSri Lanka six years after cessation of mass drug administration,NA,60,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Blood_smear + ICT,2,age + location,,NA,NA,NA,NA,NA,NA,NA,15114 + 15115
