"","diagnostic","row_num","parent_id","input_type","modelable_entity_id","modelable_entity_name","underlying_nid","nid","underlying_field_citation_value","field_citation_value","file_path","page_num","table_num","source_type","location_name","location_name_2","location_id_2","location flag","location_id","ihme_loc_id","smaller_site_unit","site_memo","representative_name","urbanicity_type","recall_type","recall_type_value","sampling_type","lat","long","latlong_source+S:Z","location type","geo_accuracy","geo_precision","shape_type","poly_type","buffer_radius","poly_reference","poly_id","poly_id_field_name","site_notes","sex","sex_issue","year_start","month_start","year_end","month_end","year_accuracy","year_issue","age_start","age_end","age_issue","age_demographer","measure","range_only","range_lower","range_upper","mean","lower","upper","standard_error","effective_sample_size","cases","sample_size","mf_density_pos","mf_density_tot","density issue","density notes","design_effect","unit_type","unit_value_as_published","measure_issue","measure_adjustment","uncertainty_type","uncertainty_type_value","response_rate","case_name","case_definition","case_diagnostics","filarial species","vector Culex","vector Anopheles","vector Aedes","vector Mansonia","dominant vector","group","specificity","unique","group_review","note_modeler","note_SR","Exclude","extractor","is_outlier","data_sheet_filepath","cv_TxNum","cv_TxPerc","COMMENTS","cv_MDAbase","cv_MDAend","cv_MDAschool","n_rounds","cv_SS","cv_spotcheck","cv_LQAS","cv_mapping_survey","cv_ICT","cv_blood_smear","cv_filter","cv_Og4C3","cv_oth_diag","cv_vector control","cv_OtherIntervention1","cv_OtherIntervention2","InterventionType","cv_Slum","CityName","cv_Pregnant","cv_Indigenous","GroupName","cv_DxType","cv_NumStools","cv_DxConcentration","diagnostic_name"
"158",1,"2432","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","K D Mangalam","Representative for subnational location only","rural","Point","","Probability","11.97776431","79.16608435","Google earth and map in article","village","1","0","point","","","","","","","Both","","2003","Mar","2003","Mar","0","","2","25","0","1","prevalence","","","","0.1195","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","286","age","286","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.944","Compliance (portion of population actually consuming drug)=.836","","1","","2","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"159",1,"2433","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","K D Mangalam","Representative for subnational location only","rural","Point","","Probability","11.97776431","79.16608435","Google earth and map in article","village","1","0","point","","","","","","","Both","","2004","Mar","2004","Mar","0","","2","25","0","1","prevalence","","","","0.0721","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","287","age","287","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.788","Compliance (portion of population actually consuming drug)=.651","","1","","3","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"160",1,"2434","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2001","Mar","2001","Mar","0","","2","5","0","1","prevalence","","","","0.0932","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","284","age","284","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"161",1,"2435","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2002","Mar","2002","Mar","0","","2","5","0","1","prevalence","","","","0.0736","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","285","age","285","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.727","Compliance (portion of population actually consuming drug)=.525","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"162",1,"2436","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2003","Mar","2003","Mar","0","","2","5","0","1","prevalence","","","","0.0643","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","286","age","286","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.944","Compliance (portion of population actually consuming drug)=.836","","1","","2","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"163",1,"2437","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2004","Mar","2004","Mar","0","","2","5","0","1","prevalence","","","","0.0258","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","287","age","287","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.788","Compliance (portion of population actually consuming drug)=.651","","1","","3","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"164",1,"2438","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2001","Mar","2001","Mar","0","","10","25","0","1","prevalence","","","","0.2924","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","284","age","284","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"165",1,"2439","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2002","Mar","2002","Mar","0","","10","25","0","1","prevalence","","","","0.244","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","285","age","285","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.727","Compliance (portion of population actually consuming drug)=.525","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"166",1,"2440","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2003","Mar","2003","Mar","0","","10","25","0","1","prevalence","","","","0.2073","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","286","age","286","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.944","Compliance (portion of population actually consuming drug)=.836","","1","","2","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"167",1,"2441","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2004","Mar","2004","Mar","0","","10","25","0","1","prevalence","","","","0.1337","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","287","age","287","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.788","Compliance (portion of population actually consuming drug)=.651","","1","","3","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"168",1,"2442","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2001","Mar","2001","Mar","0","","2","25","0","1","prevalence","","","","0.1887","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","284","age","284","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"169",1,"2443","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2002","Mar","2002","Mar","0","","2","25","0","1","prevalence","","","","0.157","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","285","age","285","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.727","Compliance (portion of population actually consuming drug)=.525","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"170",1,"2444","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2003","Mar","2003","Mar","0","","2","25","0","1","prevalence","","","","0.1195","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","286","age","286","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.944","Compliance (portion of population actually consuming drug)=.836","","1","","2","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"171",1,"2445","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","V. Chittamur","Representative for subnational location only","rural","Point","","Probability","11.9922441","79.27029997","Google earth and map in article","village","1","0","point","","","","","","","Both","","2004","Mar","2004","Mar","0","","2","25","0","1","prevalence","","","","0.0721","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","287","age","287","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.788","Compliance (portion of population actually consuming drug)=.651","","1","","3","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"172",1,"2446","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2001","Mar","2001","Mar","0","","2","5","0","1","prevalence","","","","0.0932","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","284","age","284","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"173",1,"2447","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2002","Mar","2002","Mar","0","","2","5","0","1","prevalence","","","","0.0736","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","285","age","285","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.727","Compliance (portion of population actually consuming drug)=.525","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"174",1,"2448","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2003","Mar","2003","Mar","0","","2","5","0","1","prevalence","","","","0.0643","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","286","age","286","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.944","Compliance (portion of population actually consuming drug)=.836","","1","","2","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"175",1,"2449","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2004","Mar","2004","Mar","0","","2","5","0","1","prevalence","","","","0.0258","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","287","age","287","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.788","Compliance (portion of population actually consuming drug)=.651","","1","","3","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"176",1,"2450","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2001","Mar","2001","Mar","0","","10","25","0","1","prevalence","","","","0.2924","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","284","age","284","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"177",1,"2451","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2002","Mar","2002","Mar","0","","10","25","0","1","prevalence","","","","0.244","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","285","age","285","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.727","Compliance (portion of population actually consuming drug)=.525","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"178",1,"2452","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2003","Mar","2003","Mar","0","","10","25","0","1","prevalence","","","","0.2073","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","286","age","286","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.944","Compliance (portion of population actually consuming drug)=.836","","1","","2","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"179",1,"2453","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2004","Mar","2004","Mar","0","","10","25","0","1","prevalence","","","","0.1337","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","287","age","287","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.788","Compliance (portion of population actually consuming drug)=.651","","1","","3","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"180",1,"2454","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2001","Mar","2001","Mar","0","","2","25","0","1","prevalence","","","","0.1887","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","284","age","284","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"181",1,"2455","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2002","Mar","2002","Mar","0","","2","25","0","1","prevalence","","","","0.157","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","285","age","285","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.727","Compliance (portion of population actually consuming drug)=.525","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"182",1,"2456","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2003","Mar","2003","Mar","0","","2","25","0","1","prevalence","","","","0.1195","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","286","age","286","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.944","Compliance (portion of population actually consuming drug)=.836","","1","","2","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"183",1,"2457","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Sennakunam","Representative for subnational location only","rural","Point","","Probability","11.96846786","79.34063506","Google earth and map in article","village","1","0","point","","","","","","","Both","","2004","Mar","2004","Mar","0","","2","25","0","1","prevalence","","","","0.0721","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","287","age","287","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.788","Compliance (portion of population actually consuming drug)=.651","","1","","3","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"184",1,"2458","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Thandaral","Representative for subnational location only","rural","Point","","Probability","12.05531981","79.24673792","Google earth and map in article","village","1","0","point","","","","","","","Both","","2001","Mar","2001","Mar","0","","2","5","0","1","prevalence","","","","0.0932","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","284","age","284","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","","","1","","","","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"185",1,"2459","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Thandaral","Representative for subnational location only","rural","Point","","Probability","12.05531981","79.24673792","Google earth and map in article","village","1","0","point","","","","","","","Both","","2002","Mar","2002","Mar","0","","2","5","0","1","prevalence","","","","0.0736","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","285","age","285","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.727","Compliance (portion of population actually consuming drug)=.525","","1","","1","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
"186",1,"2460","","","1491","Prevalence of detectable microfiliaria due to lymphatic filariasis","","136505","","","J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf","","","Survey - cross-sectional","Tamil N?du|IND_4870","","#N/A","","4870","IND_4870","1","Thandaral","Representative for subnational location only","rural","Point","","Probability","12.05531981","79.24673792","Google earth and map in article","village","1","0","point","","","","","","","Both","","2003","Mar","2003","Mar","0","","2","5","0","1","prevalence","","","","0.0643","","","","","","","","","","","","person","1","","","","","","antigenemia","CFA in blood","positive ICT test (100 cmm sample)","Wuchereria bancrofti",NA,NA,NA,NA,"","286","age","286","","","Extracted pooly. Re-extracted. Exclude.",1,"cserway","0","","","0.944","Compliance (portion of population actually consuming drug)=.836","","1","","2","","","","","1","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ict"
